Date,Description,Amount
2020-09-25,Point Of Sale Withdrawal  SAFEWAY #1615          BOULDER      COUS,65.44
2020-09-24,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,16.58
2020-09-24,Point Of Sale Withdrawal  SMASHBURGER #1016      BOULDER      COUS,8.7
2020-09-24,Point Of Sale Withdrawal  CITY OF BOULDER CRT    303-441-1910 COUS,15.0
2020-09-24,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,49.33
2020-09-23,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,38.07
2020-09-23,Point Of Sale Withdrawal  BOULDER GAS 2700       BOULDER      COUS,57.93
2020-09-22,Point Of Sale Withdrawal  BUSEY BREWS            NEDERLAND    COUS,23.16
2020-09-21,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,7.41
2020-09-21,Point Of Sale Withdrawal  CHICK-FIL-A #02284     SHERIDAN     COUS,9.2
2020-09-21,Point Of Sale Withdrawal  TWP*SUB27140087        WAPO.COM     DCUS,10.66
2020-09-21,Point Of Sale Withdrawal  WILD SIDE              BOULDER      COUS,59.83
2020-09-21,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,14.14
2020-09-21,Point Of Sale Withdrawal  URBAN MOTORS           LAKEWOOD     COUS,500.0
2020-09-21,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,5.25
2020-09-21,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.92
2020-09-19,ATM Withdrawal PAI ISO 1796 FOLSOM ST.        BOULDER      COUS,173.0
2020-09-18,Withdrawal Internet Transfer to 443091310100,1000.0
2020-09-18,Point Of Sale Withdrawal  STEAMGAMES.COM 4259522 BELLEVUE     WAUS,4.99
2020-09-17,Point Of Sale Withdrawal  LOAF N JUG #0094       ARVADA       COUS,42.82
2020-09-16,Point Of Sale Withdrawal  CAFE MEXICALI - BOULDE BOULDER      COUS,22.43
2020-09-16,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.92
2020-09-16,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,7.0
2020-09-16,ATM Withdrawal EFT 3375 28th St           Boulder      COUS,76.5
2020-09-15,Point Of Sale Withdrawal  SQ *SILVER AND GOLD BA BOULDER      COUS,26.4
2020-09-14,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,11.19
2020-09-14,Point Of Sale Withdrawal  TST* DOT S DINER       303-449-1323 COUS,26.31
2020-09-14,"Point Of Sale Withdrawal  IN *TRIPLE M BAR, CO.  MANZANOLA    COUS",9.9
2020-09-14,Point Of Sale Withdrawal NST THE HOME DE 1600 29TH STREET       BOULDER      COUS,15.93
2020-09-14,Point Of Sale Withdrawal  WHOLEFDS  2315 30TH ST BOULDER      COUS,10.87
2020-09-14,Point Of Sale Withdrawal  WHOLEFDS  2905 PEARL S BOULDER      COUS,8.41
2020-09-14,Point Of Sale Withdrawal  3135 28TH ST           BOULDER      COUS,16.31
2020-09-14,Point Of Sale Withdrawal  SAFEWAY #1615          BOULDER      COUS,101.01
2020-09-14,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,27.19
2020-09-11,Point Of Sale Withdrawal  WILD SIDE              BOULDER      COUS,17.4
2020-09-11,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,15.9
2020-09-11,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.92
2020-09-11,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,0.83
2020-09-10,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,27.2
2020-09-10,Point Of Sale Withdrawal  ROSE HILL WINE AND SPI BOULDER      COUS,20.67
2020-09-10,ATM Withdrawal PAI ISO 1796 FOLSOM ST.        BOULDER      COUS,73.0
2020-09-09,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,10.45
2020-09-09,Point Of Sale Withdrawal  BOULDER PARKING-UHGID  BOULDER      COUS,2.5
2020-09-09,External Withdrawal POINT WEST PROPE  - ACH,500.0
2020-09-08,Withdrawal Internet Transfer to 443091310100,1000.0
2020-09-08,Withdrawal Internet Transfer to 5000000181251,500.0
2020-09-08,External Withdrawal POINT WEST PROPE  - ACH,755.0
2020-09-05,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,17.97
2020-09-02,Point Of Sale Withdrawal TRADER JOE'S #3 1906 28TH ST           BOULDER      COUS,60.29
2020-09-02,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,169.64
2020-09-01,Point Of Sale Withdrawal  SQ *BOULDER BURGER     BOULDER      COUS,19.35
2020-08-31,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,16.99
2020-08-31,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,10.8
2020-08-31,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,8.09
2020-08-31,Point Of Sale Withdrawal  CAFE MEXICALI - BOULDE BOULDER      COUS,23.02
2020-08-31,Point Of Sale Withdrawal  HLU*HULU 1181044732719 HULU.COM/BILLCAUS,6.48
2020-08-31,Point Of Sale Withdrawal  DOTS DINER ON THE HILL BOULDER      COUS,18.99
2020-08-31,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,5.18
2020-08-31,Point Of Sale Withdrawal  NICK-N-WILLYS PIZZA    BOULDER      COUS,31.41
2020-08-31,Point Of Sale Withdrawal  SQ *LOLITA'S MARKET    BOULDER      COUS,7.38
2020-08-28,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,1.74
2020-08-26,External Withdrawal VENMO  - PAYMENT,575.0
2020-08-25,Withdrawal Internet Transfer to 5000000181251,500.0
2020-08-25,Withdrawal Internet Transfer to 443091310100,750.0
2020-08-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-08-24,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,19.84
2020-08-24,Point Of Sale Withdrawal  TWP*SUB27140087        WAPO.COM     DCUS,10.66
2020-08-24,Point Of Sale Withdrawal BOULDER RUNNING 2775 PEARL ST          BOULDER      COUS,76.16
2020-08-24,Point Of Sale Withdrawal  SAFEWAY #1615          BOULDER      COUS,114.86
2020-08-22,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,8.3
2020-08-21,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,12.74
2020-08-20,Point Of Sale Withdrawal  CAFE MEXICALI - BOULDE BOULDER      COUS,22.26
2020-08-19,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,8.71
2020-08-18,Point Of Sale Withdrawal  7-ELEVEN               BOULDER      COUS,12.18
2020-08-17,Point Of Sale Withdrawal NST THE HOME DE 1600 29TH STREET       BOULDER      COUS,38.57
2020-08-15,Point Of Sale Withdrawal TRADER JOE'S #3 1906 28TH ST           BOULDER      COUS,65.38
2020-08-14,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,14.7
2020-08-12,Point Of Sale Withdrawal  THE CORNER             BOULDER      COUS,16.8
2020-08-12,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,18.49
2020-08-12,Point Of Sale Withdrawal  SAFEWAY #1615          BOULDER      COUS,111.32
2020-08-12,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,19.59
2020-08-11,Point Of Sale Withdrawal  POTBELLY #429          BOULDER      COUS,17.96
2020-08-11,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,12.74
2020-08-11,Point Of Sale Withdrawal  UNIVERSITY HILLS MARKE BOULDER      COUS,13.48
2020-08-11,Point Of Sale Withdrawal  THE SINK               BOULDER      COUS,43.31
2020-08-10,Point Of Sale Withdrawal  HITCHIN POST           HARTLEY      TXUS,4.34
2020-08-10,Point Of Sale Withdrawal  CHICK-FIL-A #00134     EARLY        TXUS,8.54
2020-08-10,Point Of Sale Withdrawal  TORCHYS TACOS AMARILLO AMARILLO     TXUS,9.36
2020-08-10,Point Of Sale Withdrawal  DONUT 7                AUSTIN       TXUS,9.88
2020-08-10,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,112.69
2020-08-10,Point Of Sale Withdrawal  TOOT 104 N TOTU        DALHART      TXUS,31.25
2020-08-10,Point Of Sale Withdrawal  STRIPES 223            POST         TXUS,38.84
2020-08-10,Point Of Sale Withdrawal  STRIPES 223            POST         TXUS,1.99
2020-08-10,Point Of Sale Withdrawal DISCOUNT-TIRE-C 2623 W BRAKER LN       AUSTIN       TXUS,80.0
2020-08-10,Point Of Sale Withdrawal  CIRCLE K #27413        AUSTIN       TXUS,45.21
2020-08-08,Point Of Sale Withdrawal  SANDY S HAMBURGER S    AUSTIN       TXUS,24.65
2020-08-05,Point Of Sale Withdrawal  JERSEY MIKES 15003     AUSTIN       TXUS,9.41
2020-08-05,External Withdrawal POINT WEST PROPE  - ACH,750.0
2020-08-03,Point Of Sale Withdrawal  MR TACO MEXICAN RESTAU LULING       TXUS,12.98
2020-08-03,Withdrawal Internet Transfer to 5000000181251,248.0
2020-08-03,Withdrawal Internet Transfer to 443091310100,362.0
2020-07-30,Point Of Sale Withdrawal  HLU*HULU 1181044737736 HULU.COM/BILLCAUS,6.48
2020-07-29,External Withdrawal POINT WEST PROPE  - ACH,300.0
2020-07-27,Point Of Sale Withdrawal H-E-B #562 1409 HWY 35 N. BUSINESSROCKPORT     TXUS,41.91
2020-07-27,Point Of Sale Withdrawal  TWP*SUB27140087        WAPO.COM     DCUS,10.66
2020-07-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-07-24,Withdrawal Internet Transfer to 443091310100,638.0
2020-07-24,Point Of Sale Withdrawal  DONATION TO THE WIKIME 877-6009454  CAUS,10.4
2020-07-22,Point Of Sale Withdrawal  ADIDAS US ONLINE STORE 800-9829337  ORUS,146.15
2020-07-18,Withdrawal Internet Transfer to 5000000181251,432.0
2020-07-18,Withdrawal Internet Transfer to 5000000181251,160.0
2020-07-18,Withdrawal Internet Transfer to 443091310100,810.0
2020-07-14,Withdrawal Income Taxes,1000.0
2020-07-10,Point Of Sale Withdrawal H-E-B #562 1409 HWY 35 N. BUSINESSROCKPORT     TXUS,71.61
2020-07-10,Point Of Sale Withdrawal  H-E-B GAS #562         ROCKPORT     TXUS,38.56
2020-07-07,External Withdrawal POINT WEST PROPE  - ACH,71.82
2020-07-06,Point Of Sale Withdrawal H-E-B #562 1409 HWY 35 N. BUSINESSROCKPORT     TXUS,35.55
2020-07-03,Point Of Sale Withdrawal  CHRISTY SPORTS RENTAL  BRECKENRIDGE COUS,165.87
2020-07-02,Withdrawal Internet Transfer to 443091310100,399.0
2020-07-02,Withdrawal Internet Transfer to 5000000181251,80.0
2020-06-30,Point Of Sale Withdrawal  HLU*HULU 1181044736143 HULU.COM/BILLCAUS,6.48
2020-06-29,Point Of Sale Withdrawal  AUDIBLE*MJ2XI7F91      AMZN.COM/BILLNJUS,14.95
2020-06-29,Point Of Sale Withdrawal  TWP*PROMO27140087      WAPO.COM     DCUS,1.07
2020-06-27,Withdrawal Internet Transfer to 443091310100,600.0
2020-06-27,Withdrawal Internet Transfer to 5000000181251,80.0
2020-06-27,Point Of Sale Withdrawal  COURSRA9C4C1DHGN80814  6502657649   CAUS,49.0
2020-06-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-06-24,Point Of Sale Withdrawal  WHATABURGER 201    Q26 ROCKPORT     TXUS,6.7
2020-06-15,Returned Check Fee,30.0
2020-06-15,Returned Check,1.32
2020-06-15,Point Of Sale Withdrawal  SMOKE N CHILL#3        AUSTIN       TXUS,32.46
2020-06-11,Point Of Sale Withdrawal  CHICK-FIL-A #0923      AUSTIN       TXUS,8.54
2020-06-11,Point Of Sale Withdrawal MCDONALD'S F118 10732 RESEARCH BLVD    AUSTIN       TXUS,3.24
2020-06-09,Point Of Sale Withdrawal  CHISHOLM TRAIL BBQ     LOCKHART     TXUS,10.77
2020-06-08,Point Of Sale Withdrawal  SE40795                ROCKPORT     TXUS,40.23
2020-06-08,External Withdrawal POINT WEST PROPE  - ACH,850.0
2020-06-03,Point Of Sale Withdrawal  ACE HARDWARE           ROCKPORT     TXUS,19.47
2020-06-01,Point Of Sale Withdrawal H-E-B #562 1409 HWY 35 N. BUSINESSROCKPORT     TXUS,98.96
2020-06-01,Point Of Sale Withdrawal  HLU*HULU 1181044730127 HULU.COM/BILLCAUS,6.48
2020-05-27,Point Of Sale Withdrawal  COURSRA9C4C1DHGN80814  6502657649   CAUS,49.0
2020-05-26,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-05-18,Point Of Sale Withdrawal  AMAZON.COM             SEATTLE      WAUS,54.07
2020-05-18,Point Of Sale Withdrawal  SQ *PARADISE KEY       ROCKPORT     TXUS,21.63
2020-05-18,Point Of Sale Withdrawal  KERBEY LANE CAFE-NW    5122587757   TXUS,23.52
2020-05-18,Point Of Sale Withdrawal  CHICK-FIL-A #02030     MAGNOLIA     TXUS,12.87
2020-05-15,ATM Withdrawal WELLS FARGO BAN METRIC                 Austin       TXUS,143.0
2020-05-15,Point Of Sale Withdrawal  MAUDIES MILAGRO        AUSTIN       TXUS,23.87
2020-05-14,Point Of Sale Withdrawal  FWB THE WOODLANDS      THE WOODLANDSTXUS,8.44
2020-05-14,Point Of Sale Withdrawal  SQ *SHIPLEY DONUTS - H THE WOODLANDSTXUS,7.36
2020-05-13,Point Of Sale Withdrawal  CHEVRON/ROSENBE        ROSENBERG    TXUS,44.36
2020-05-04,External Withdrawal POINT WEST PROPE  - ACH,851.0
2020-04-30,Point Of Sale Withdrawal  HLU*HULU 1181044732106 HULU.COM/BILLCAUS,6.48
2020-04-30,Point Of Sale Withdrawal WAL-MART #044 2401 HIGHWAY 35 NORTH  ROCKPORT     TXUS,41.65
2020-04-28,Point Of Sale Withdrawal  IKON PASS              303-7498200  COUS,459.0
2020-04-27,Point Of Sale Withdrawal  COURSRA9C4C1DHGN80814  6502657649   CAUS,49.0
2020-04-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-04-20,Point Of Sale Withdrawal  PANJO S PIZZA          ROCKPORT     TXUS,14.56
2020-04-20,Point Of Sale Withdrawal  MUNICIPAL ONLINE PAYME 844-7244507  TXUS,2.5
2020-04-17,Point Of Sale Withdrawal  CITY OF ROCKPORT COURT 361-7292213  TXUS,119.0
2020-04-09,Point Of Sale Withdrawal  LOS COMALES - ROCKPORT ROCKPORT     TXUS,14.36
2020-04-03,Point Of Sale Withdrawal  P TERRYS BURGER STAND  AUSTIN       TXUS,8.23
2020-04-03,External Withdrawal POINT WEST PROPE  - ACH,806.96
2020-04-01,External Withdrawal VENMO  - PAYMENT,809.0
2020-03-30,Point Of Sale Withdrawal  HLU*HULU 1181044730383 HULU.COM/BILLCAUS,6.48
2020-03-26,Point Of Sale Withdrawal  CHICK-FIL-A #03621     LUBBOCK      TXUS,8.21
2020-03-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-03-24,Point Of Sale Withdrawal  RATON TRUCKSTOP        RATON        NMUS,34.08
2020-03-24,Point Of Sale Withdrawal  THE CORNER             BOULDER      COUS,7.9
2020-03-24,Point Of Sale Withdrawal  WENDY'S #247           DALHART      TXUS,8.85
2020-03-23,Point Of Sale Withdrawal  D.P. DOUGH #11508      TARPON SPRI  FLUS,8.63
2020-03-23,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,7.62
2020-03-23,Point Of Sale Withdrawal  CHIPOTLE ONLINE        3035954000   COUS,14.32
2020-03-20,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,9.92
2020-03-19,Point Of Sale Withdrawal  7-ELEVEN               BOULDER      COUS,3.76
2020-03-18,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,20.69
2020-03-18,Point Of Sale Withdrawal  SQ *BOVAS MARKET AND G BOULDER      COUS,7.58
2020-03-18,Point Of Sale Withdrawal  HALF FAST SUBS ON THE  BOULDER      COUS,8.27
2020-03-17,Point Of Sale Withdrawal  GOLDEN SUN CHINESE RES BOULDER      COUS,20.39
2020-03-17,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2020-03-16,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,7.19
2020-03-16,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,10.0
2020-03-16,Point Of Sale Withdrawal  DOTS DINER ON THE HILL BOULDER      COUS,22.89
2020-03-16,Point Of Sale Withdrawal  TRADER JOE'S #3        BOULDER      COUS,12.01
2020-03-16,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,15.08
2020-03-16,Point Of Sale Withdrawal  SQ *BOVAS MARKET AND G BOULDER      COUS,8.64
2020-03-13,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,17.0
2020-03-11,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,2.65
2020-03-10,Point Of Sale Withdrawal  REVANT OPTICS          5039542817   ORUS,34.02
2020-03-10,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2020-03-09,External Withdrawal POINT WEST PROPE  - ACH,801.0
2020-03-09,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,11.43
2020-03-09,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,18.0
2020-03-09,Point Of Sale Withdrawal  SAFEWAY #2911          BOULDER      COUS,110.79
2020-03-09,Point Of Sale Withdrawal  7-ELEVEN               BOULDER      COUS,2.06
2020-03-07,Point Of Sale Withdrawal  TST* JAMBA JUICE - 927 BOULDER      COUS,7.06
2020-03-06,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,16.88
2020-03-05,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.14
2020-03-05,Point Of Sale Withdrawal  UMC PACKER GRILL   Q78 BOULDER      COUS,3.15
2020-03-04,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,9.25
2020-03-03,Point Of Sale Withdrawal  STARBUCKS STORE 21402  BOULDER      COUS,3.43
2020-03-03,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,19.0
2020-03-02,Point Of Sale Withdrawal  THE DELI AT 8236 INC   NEDERLAND    COUS,23.87
2020-03-02,Point Of Sale Withdrawal  TST* BOSS LADY PIZZA   BOULDER      COUS,8.71
2020-03-02,Point Of Sale Withdrawal  PECKISH                ARVADA       COUS,5.45
2020-03-02,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,8.09
2020-03-02,Point Of Sale Withdrawal  HLU*HULU 118104473412  HULU.COM/BILLCAUS,6.48
2020-03-02,Point Of Sale Withdrawal  LA CHOZA #3            BOULDER      COUS,7.08
2020-03-02,Point Of Sale Withdrawal TRADER JOE'S #3 1906 28TH ST           BOULDER      COUS,37.4
2020-02-28,Point Of Sale Withdrawal  UMC PACKER GRILL   Q78 BOULDER      COUS,3.15
2020-02-28,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,3.0
2020-02-28,ATM Withdrawal WELLS FARGO BAN CU BOULDER ON THE HILL BOULDER      COUS,103.0
2020-02-27,Point Of Sale Withdrawal  THE CORNER             BOULDER      COUS,7.9
2020-02-27,Point Of Sale Withdrawal  SQ *BOULDER BURGER     BOULDER      COUS,19.62
2020-02-27,Point Of Sale Withdrawal WALGREENS STORE 1111 BROADWAY          BOULDER      COUS,3.11
2020-02-26,Point Of Sale Withdrawal  UMC PACKER GRILL   Q78 BOULDER      COUS,3.15
2020-02-26,Point Of Sale Withdrawal  SQ *LAUGHING GOAT AT N BOULDER      COUS,2.5
2020-02-25,Point Of Sale Withdrawal  SQ *SILVER AND GOLD BA BOULDER      COUS,25.3
2020-02-25,Point Of Sale Withdrawal  SPOTIFY USA            NEW YORK     NYUS,5.4
2020-02-24,Point Of Sale Withdrawal  D.P. DOUGH #10350      TARPON SPRI  FLUS,21.36
2020-02-24,Point Of Sale Withdrawal  DELI ZONE ON THE HILL  BOULDER      COUS,8.71
2020-02-24,Point Of Sale Withdrawal  TST* ILLEGAL PETE S -  BOULDER      COUS,9.25
2020-02-24,Point Of Sale Withdrawal  CHICK-FIL-A #1291      THORNTON     COUS,9.17
2020-02-24,Point Of Sale Withdrawal  RAGSTOCK- BOULDER #131 BOULDER      COUS,41.35
2020-02-24,Point Of Sale Withdrawal  DOTS DINER ON THE HILL BOULDER      COUS,8.45
2020-02-24,Point Of Sale Withdrawal  TARGET T- 2800 Pearl S Boulder      COUS,24.14
2020-02-24,Point Of Sale Withdrawal  BAR TACO PEARL WEST    BOULDER      COUS,32.43
2020-02-22,Point Of Sale Withdrawal  UNITED PACIFIC 6       DENVER       COUS,47.45
2020-02-20,Point Of Sale Withdrawal  UMC PACKER GRILL   Q78 BOULDER      COUS,3.15
